primary_artist,Year,Title,artist_list,is_first_appearance,total_appearances,record_label,album_year
walk the moon,2015,"""Shut Up and Dance""","""walk the moon""",TRUE,1,Ninja Tune,1999-01-01
taylor swift,2015,"""Blank Space""","""taylor swift""",FALSE,36,fyto inc.,2009-02-04
silentó,2015,"""Watch Me""","""silentó""",TRUE,2,Capitol Records (US1A),2015-05-04
the weeknd,2015,"""Earned It""","""the weeknd""",TRUE,18,Columbia/Legacy,1977
the weeknd,2015,"""The Hills""","""the weeknd""",FALSE,18,Universal Republic Records,2015-08-28
omi,2015,"""Cheerleader (Felix Jaehn Remix)""","""omi""",TRUE,1,Ultra/Louder Than Life/Columbia,2015-03-06
the weeknd,2015,"""Can't Feel My Face""","""the weeknd""",FALSE,18,Universal Republic Records,2015-08-28
ellie goulding,2015,"""Love Me Like You Do""","""ellie goulding""",FALSE,5,Polydor Records,2015-11-06
hozier,2015,"""Take Me to Church""","""hozier""",TRUE,2,Rubyworks,2013-09-13
taylor swift,2015,"""Bad Blood""","[""taylor swift"",""kendrick lamar""]",FALSE,36,"Big Machine Records, LLC",2014-10-27
major lazer,2015,"""Lean On""","[""major lazer"",""dj snake"",""mø""]",TRUE,3,DML Music IP,2015-06-01
jason derulo,2015,"""Want to Want Me""","""jason derulo""",FALSE,11,Beluga Heights/Warner Records,2010-02-24
taylor swift,2015,"""Shake It Off""","""taylor swift""",FALSE,36,"Big Machine Records, LLC",2014-10-27
skrillex,2015,"""Where Are Ü Now""","[""skrillex"",""diplo (jack ü)"",""justin bieber""]",TRUE,1,OWSLA/Mad Decent,2015-02-24
rachel platten,2015,"""Fight Song""","""rachel platten""",TRUE,1,Portrait/Sony Masterworks,2012
fetty wap,2015,"""679""","[""fetty wap"",""remy boyz""]",FALSE,4,Dance Stylez Entertainment LLC,2014-11-18
meghan trainor,2015,"""Lips Are Movin""","""meghan trainor""",FALSE,9,Hitmix Music,2010-06-18
fifth harmony,2015,"""Worth It""","[""fifth harmony"",""kid ink""]",TRUE,3,Syco Music/Epic,2015
omarion,2015,"""Post to Be""","[""omarion"",""chris brown"",""jhené aiko""]",FALSE,3,MMG/Warner Records,2012-06-22
andy grammer,2015,"""Honey, I'm Good.""","""andy grammer""",TRUE,1,S-Curve Records,2014-08-05
sam smith,2015,"""I'm Not the Only One""","""sam smith""",FALSE,10,Pictures Music,2013-03-04
selena gomez,2015,"""Good for You""","[""selena gomez"",""asap rocky""]",FALSE,11,Selena Gomez PS,2015-08-07
meghan trainor,2015,"""All About That Bass""","""meghan trainor""",FALSE,9,Epic,2014-06-30
taylor swift,2015,"""Style""","""taylor swift""",FALSE,36,"Big Machine Records, LLC",2014-10-27
drake,2015,"""Hotline Bling""","""drake""",FALSE,43,Cash Money Records/Young Money Ent./Universal Rec.,2016-05-06
david guetta,2015,"""Hey Mama""","[""david guetta"",""nicki minaj"",""bebe rexha"",""afrojack""]",FALSE,8,Atlantic/Parlophone,2014-11-10
flo rida,2015,"""G.D.F.R.""","[""flo rida"",""sage the gemini"",""lookas""]",FALSE,11,Poe Boy/Atlantic,2008-03-17
justin bieber,2015,"""What Do You Mean?""","""justin bieber""",FALSE,16,RBMG/Def Jam,2015-11-13
ed sheeran,2015,"""Photograph""","""ed sheeran""",FALSE,16,Atlantic Records UK,2013
adele,2015,"""Hello""","""adele""",FALSE,13,XL Recordings,2015-11-20
shawn mendes,2015,"""Stitches""","""shawn mendes""",TRUE,11,Island Records,2015-04-14
tove lo,2015,"""Talking Body""","""tove lo""",FALSE,3,Universal Music AB,2014-09-24
nick jonas,2015,"""Jealous""","""nick jonas""",TRUE,3,Spite,2014-03-21
pitbull,2015,"""Time of Our Lives""","[""pitbull"",""ne-yo""]",FALSE,9,The Orchard,2004-08-24
r. city,2015,"""Locked Away""","[""r. city"",""adam levine""]",TRUE,1,Mass Appeal,2007-07-31
natalie la rose,2015,"""Somebody""","[""natalie la rose"",""jeremih""]",TRUE,1,Universal Records,2014-01-06
rihanna,2015,"""FourFiveSeconds""","[""rihanna"",""kanye west"",""paul mccartney""]",FALSE,33,Def Jam Recordings,2012-01-01
fall out boy,2015,"""Centuries""","""fall out boy""",FALSE,8,Trench Records,2015-01-07
fetty wap,2015,"""My Way""","[""fetty wap"",""monty""]",FALSE,4,Commission Records,2015-07-31
sam hunt,2015,"""Take Your Time""","""sam hunt""",FALSE,5,MCA Nashville,2014-10-24
maroon 5,2015,"""Animals""","""maroon 5""",FALSE,25,Interscope Records*,2010
big sean,2015,"""I Don't Fuck with You""","[""big sean"",""e-40""]",FALSE,5,Getting Out Our Dreams Inc. (G.O.O.D.) Music / IDJ,2015-02-23
rihanna,2015,"""Bitch Better Have My Money""","""rihanna""",FALSE,33,Def Jam Recordings,2006-04-10
rich homie quan,2015,"""Flex (Ooh, Ooh, Ooh)""","""rich homie quan""",TRUE,1,"Think It's A Game Entertainment, LLC / Rich Homiez",2014-02-28
t-wayne,2015,"""Nasty Freestyle""","""t-wayne""",TRUE,1,300 Entertainment/Unauthorized Entertinament,2015-05-04
nicki minaj,2015,"""Only""","[""nicki minaj"",""drake"",""lil wayne"",""chris brown""]",FALSE,13,Cash Money Records/Motown Records,2009-01-01
sia,2015,"""Elastic Heart""","""sia""",FALSE,4,fyto inc.,2009-02-04
demi lovato,2015,"""Cool for the Summer""","""demi lovato""",FALSE,5,Hollywood Records,2015-01-01
x ambassadors,2015,"""Renegades""","""x ambassadors""",TRUE,2,Kid Ina Korner / Interscope,2015-06-30
usher,2015,"""I Don't Mind""","[""usher"",""juicy j""]",FALSE,25,Aftermath,2012
ariana grande and the weeknd,2015,"""Love Me Harder""","""ariana grande and the weeknd""",TRUE,1,Universal Records,2014-08-22
taylor swift,2015,"""Wildest Dreams""","""taylor swift""",FALSE,36,"Big Machine Records, LLC",2014-10-27
sam smith,2015,"""Stay with Me""","""sam smith""",FALSE,10,PLG - Capitol,2014-05-26
dj snake,2015,"""You Know You Like It""","[""dj snake"",""alunageorge""]",FALSE,6,Universal-Island Records Ltd.,2014-10-14
fall out boy,2015,"""Uma Thurman""","""fall out boy""",FALSE,8,Island Records,2015-01-16
beyoncé,2015,"""7/11""","""beyoncé""",FALSE,23,Yellow Ranger,2014-02-11
selena gomez,2015,"""The Heart Wants What It Wants""","""selena gomez""",FALSE,11,Hollywood Records,2014-01-01
little big town,2015,"""Girl Crush""","""little big town""",FALSE,2,Slip N Slide Records,2008-01-01
trey songz,2015,"""Slow Motion""","""trey songz""",FALSE,7,Atlantic Records,2009-08-31
one direction,2015,"""Drag Me Down""","""one direction""",FALSE,6,Syco Music,2010-11-29
nicki minaj,2015,"""Truffle Butter""","[""nicki minaj"",""drake"",""lil wayne""]",FALSE,13,Bad Boy / Kon Live / Interscope,2011-01-01
ariana grande,2015,"""One Last Time""","""ariana grande""",FALSE,21,Universal Records,2014-08-22
nick jonas,2015,"""Chains""","""nick jonas""",FALSE,3,Rick Hip-Flores,2014-04-13
meek mill,2015,"""All Eyes on You""","[""meek mill"",""chris brown"",""nicki minaj""]",TRUE,2,MMG/Atlantic,2015-06-29
rae sremmurd,2015,"""No Type""","""rae sremmurd""",TRUE,4,P.I.N.T,2014-05-09
vance joy,2015,"""Riptide""","""vance joy""",TRUE,1,Spite,2014-03-21
jidenna,2015,"""Classic Man""","[""jidenna"",""roman gianarthur""]",TRUE,1,Wondaland Records/Epic,2015-02-03
elle king,2015,"""Ex's & Oh's""","""elle king""",TRUE,2,RCA Records Label,2014-09-23
meghan trainor,2015,"""Dear Future Husband""","""meghan trainor""",FALSE,9,Epic,2015-01-09
charlie puth,2015,"""Marvin Gaye""","[""charlie puth"",""meghan trainor""]",TRUE,5,Wati B,2009
meghan trainor,2015,"""Like I'm Gonna Lose You""","[""meghan trainor"",""john legend""]",FALSE,9,Epic,2015-01-09
tove lo,2015,"""Habits (Stay High)""","""tove lo""",FALSE,3,Universal Music AB,2014-01-01
james newton howard,2015,"""The Hanging Tree""","[""james newton howard"",""jennifer lawrence""]",TRUE,1,"Tommy Boy Music, LLC",1991-10-15
o.t. genasis,2015,"""CoCo""","""o.t. genasis""",TRUE,2,4AD,2012-02-21
jessie j,2015,"""Bang Bang""","[""jessie j"",""ariana grande"",""nicki minaj""]",FALSE,4,Universal Records,2014-08-22
sam smith,2015,"""Lay Me Down""","""sam smith""",FALSE,10,PLG - Capitol,2014-05-26
ilovemakonnen,2015,"""Tuesday""","[""ilovemakonnen"",""drake""]",TRUE,1,OVO Sound,2014-09-01
ilovememphis,2015,"""Hit the Quan""","""ilovememphis""",TRUE,1,"Records Label, LLC",2015-10-09
macklemore,2015,"""Downtown""","[""macklemore"",""ryan lewis"",""eric nally"",""melle mel"",""kool moe dee"",""grandmaster caz""]",FALSE,5,Real Sounds,2015-09-11
sam hunt,2015,"""House Party""","""sam hunt""",FALSE,5,Capitol Records,1989-07-25
chris brown,2015,"""Ayo""","[""chris brown"",""tyga""]",FALSE,24,Jive,2005
luke bryan,2015,"""Kick the Dust Up""","""luke bryan""",FALSE,9,Capitol Records Nashville,2015-08-07
big sean,2015,"""Blessings""","[""big sean"",""drake"",""kanye west""]",FALSE,5,Getting Out Our Dreams Inc. (G.O.O.D.) Music / IDJ,2015-02-23
george ezra,2015,"""Budapest""","""george ezra""",TRUE,1,Columbia,2013-11-03
sia,2015,"""Chandelier""","""sia""",FALSE,4,Vitamin Records,2014-08-19
kelly clarkson,2015,"""Heartbeat Song""","""kelly clarkson""",FALSE,17,Hitmix Music,2011-01-10
ed sheeran,2015,"""Don't""","""ed sheeran""",FALSE,16,Atlantic Records UK,2013
ella henderson,2015,"""Ghost""","""ella henderson""",TRUE,1,Syco Music,2014-06-08
alessia cara,2015,"""Here""","""alessia cara""",TRUE,3,"EP Entertainment, LLC / Def Jam",2015-11-13
mr probz,2015,"""Waves (Robin Schulz Remix)""","""mr probz""",TRUE,1,Left Lane Recordings,2013-11-22
nicky jam,2015,"""El Perdón""","[""nicky jam"",""enrique iglesias""]",TRUE,2,Sony Music Latin,2017-01-20
ne-yo,2015,"""She Knows""","[""ne-yo"",""juicy j""]",FALSE,11,"Ranch Entertainment, Inc.",2013-08-20
one direction,2015,"""Night Changes""","""one direction""",FALSE,6,Rhino Atlantic,1989
drake,2015,"""Back to Back""","""drake""",FALSE,43,Cash Money Records/Young Money Ent./Universal Rec.,2011-11-15
calvin harris,2015,"""How Deep Is Your Love""","[""calvin harris"",""disciples""]",FALSE,10,Columbia,2015-07-17
justin bieber,2016,"""Love Yourself""","""justin bieber""",FALSE,16,Legacy,2015-01-05
justin bieber,2016,"""Sorry""","""justin bieber""",FALSE,16,Sony Music/AZAD,2009-05-22
drake,2016,"""One Dance""","[""drake"",""wizkid"",""kyla""]",FALSE,43,Cash Money Records/Young Money Ent./Universal Rec.,2016-05-06
rihanna,2016,"""Work""","[""rihanna"",""drake""]",FALSE,33,EMI,2014-01-01
twenty one pilots,2016,"""Stressed Out""","""twenty one pilots""",TRUE,4,Fueled By Ramen,2015-05-15
desiigner,2016,"""Panda""","""desiigner""",TRUE,2,Getting Out Our Dreams Inc. (G.O.O.D.) Music / IDJ,2016-02-26
adele,2016,"""Hello""","""adele""",FALSE,13,XL Recordings,2015-11-20
the chainsmokers,2016,"""Don't Let Me Down""","[""the chainsmokers"",""daya""]",TRUE,6,Disruptor Records/Columbia,2016-02-05
justin timberlake,2016,"""Can't Stop the Feeling!""","""justin timberlake""",FALSE,16,Leo,2016-07-18
the chainsmokers,2016,"""Closer""","[""the chainsmokers"",""halsey""]",FALSE,6,Disruptor Records/Columbia,2016-07-29
sia,2016,"""Cheap Thrills""","[""sia"",""sean paul""]",FALSE,4,Monkey Puzzle Records/RCA Records,2016-02-11
lukas graham,2016,"""7 Years""","""lukas graham""",TRUE,1,Warner Records,2016-04-01
rihanna,2016,"""Needed Me""","""rihanna""",FALSE,33,Roc Nation / Rihanna,2016-01-28
flo rida,2016,"""My House""","""flo rida""",FALSE,11,Nervous Records,2007-02-06
mike posner,2016,"""I Took a Pill in Ibiza""","""mike posner""",FALSE,3,"Monster Mountain, LLC / Island",2016-05-06
fifth harmony,2016,"""Work from Home""","[""fifth harmony"",""ty dolla sign""]",FALSE,3,Rounder Records,1989-01-01
calvin harris,2016,"""This Is What You Came For""","[""calvin harris"",""rihanna""]",FALSE,10,Battle Axe,2003
dnce,2016,"""Cake by the Ocean""","""dnce""",TRUE,1,Kidz Bop,2016-01-01
g-eazy,2016,"""Me, Myself & I""","[""g-eazy"",""bebe rexha""]",TRUE,3,BPG/RVG/RCA Records,2015-12-04
twenty one pilots,2016,"""Ride""","""twenty one pilots""",FALSE,4,Fueled By Ramen,2015-05-15
twenty one pilots,2016,"""Heathens""","""twenty one pilots""",FALSE,4,Atlantic Records,2016-06-16
zayn,2016,"""Pillowtalk""","""zayn""",TRUE,2,RCA Records Label,2016-02-25
shawn mendes,2016,"""Stitches""","""shawn mendes""",FALSE,11,Island Records,2015-04-14
drake,2016,"""Hotline Bling""","""drake""",FALSE,43,Cash Money Records/Young Money Ent./Universal Rec.,2016-05-06
major lazer,2016,"""Cold Water""","[""major lazer"",""justin bieber"",""mø""]",FALSE,3,Mad Decent PS (Bieber/Major Lazer),2016-07-22
adele,2016,"""Send My Love (To Your New Lover)""","""adele""",FALSE,13,Columbia/Legacy,1988-11-29
the chainsmokers,2016,"""Roses""","[""the chainsmokers"",""rozes""]",FALSE,6,Disruptor Records/Columbia,2015-06-16
shawn mendes,2016,"""Treat You Better""","""shawn mendes""",FALSE,11,Island Records,2016-08-16
drake,2016,"""Too Good""","[""drake"",""rihanna""]",FALSE,43,Cash Money Records/Young Money Ent./Universal Rec.,2011-11-15
future,2016,"""Low Life""","[""future"",""the weeknd""]",TRUE,9,Epic/Freebandz/A1,2016-04-13
justin bieber,2016,"""What Do You Mean?""","""justin bieber""",FALSE,16,RBMG/Def Jam,2015-11-13
the weeknd,2016,"""The Hills""","""the weeknd""",FALSE,18,Universal Republic Records,2015-08-28
p!nk,2016,"""Just Like Fire""","""p!nk""",TRUE,2,RCA Records/Walt Disney Records,2016-04-15
dram,2016,"""Broccoli""","[""dram"",""lil yachty""]",TRUE,2,Rhino Atlantic,2000
bryson tiller,2016,"""Don't""","""bryson tiller""",TRUE,3,TrapSoul/RCA Records,2015-10-02
ariana grande,2016,"""Dangerous Woman""","""ariana grande""",FALSE,21,Dangerous Woman,2016-04-19
drake,2016,"""Jumpman""","[""drake"",""future""]",FALSE,43,Cash Money Records Inc.,2015-09-20
gnash,2016,"""I Hate U, I Love U""","[""gnash"",""olivia o'brien""]",TRUE,1,SONIC GROOVE,2012-02-29
alessia cara,2016,"""Here""","""alessia cara""",FALSE,3,"EP Entertainment, LLC / Def Jam",2015-11-13
selena gomez,2016,"""Same Old Love""","""selena gomez""",FALSE,11,Quadeca,2015-09-16
drake,2016,"""Controlla""","""drake""",FALSE,43,Cash Money Records/Young Money Ent./Universal Rec.,2016-05-06
meghan trainor,2016,"""Like I'm Gonna Lose You""","[""meghan trainor"",""john legend""]",FALSE,9,Epic,2015-01-09
charlie puth,2016,"""One Call Away""","""charlie puth""",FALSE,5,Artist Partner,2015-11-05
james bay,2016,"""Let It Go""","""james bay""",TRUE,1,Universal Records,2014-12-15
meghan trainor,2016,"""No""","""meghan trainor""",FALSE,9,Epic,2017-05-12
zara larsson,2016,"""Never Forget You""","[""zara larsson"",""mnek""]",TRUE,1,Legacy Recordings,2016-12-30
dj snake,2016,"""Let Me Love You""","[""dj snake"",""justin bieber""]",FALSE,6,RCA/Legacy,2011-12-06
kent jones,2016,"""Don't Mind""","""kent jones""",TRUE,1,Broken Bow Records,2010-11-02
florida georgia line,2016,"""H.O.L.Y.""","""florida georgia line""",FALSE,7,BMX,2012-01-01
charlie puth,2016,"""We Don't Talk Anymore""","[""charlie puth"",""selena gomez""]",FALSE,5,Artist Partner,2015-11-05
ariana grande,2016,"""Into You""","""ariana grande""",FALSE,21,Universal Records,2016-05-20
kiiara,2016,"""Gold""","""kiiara""",TRUE,1,Atlantic Records,2016-03-22
bryson tiller,2016,"""Exchange""","""bryson tiller""",FALSE,3,TrapSoul/RCA Records,2015-10-02
fetty wap,2016,"""679""","[""fetty wap"",""remy boyz""]",FALSE,4,Dance Stylez Entertainment LLC,2014-11-18
jeremih,2016,"""Oui""","""jeremih""",FALSE,4,Def Jam,2015-12-04
selena gomez,2016,"""Hands to Myself""","""selena gomez""",FALSE,11,Selena Gomez PS,2015-10-09
kevin gates,2016,"""2 Phones""","""kevin gates""",TRUE,2,Duetti,2013-03-12
the weeknd,2016,"""Starboy""","[""the weeknd"",""daft punk""]",FALSE,18,Universal Republic Records,2016-11-24
dj khaled,2016,"""For Free""","[""dj khaled"",""drake""]",FALSE,8,eOne Music,2012-10-02
flume,2016,"""Never Be Like You""","[""flume"",""kai""]",TRUE,1,Mom+Pop,2016-01-16
the weeknd,2016,"""In the Night""","""the weeknd""",FALSE,18,OVO Sound,2014-12-15
meghan trainor,2016,"""Me Too""","""meghan trainor""",FALSE,9,Epic,2017-05-12
elle king,2016,"""Ex's & Oh's""","""elle king""",FALSE,2,RCA Records Label,2014-09-23
thomas rhett,2016,"""Die a Happy Man""","""thomas rhett""",FALSE,5,"The Valory Music Co., LLC",2015-01-01
post malone,2016,"""White Iverson""","""post malone""",TRUE,18,Universal Records,2016-12-09
nick jonas,2016,"""Close""","[""nick jonas"",""tove lo""]",FALSE,3,Safehouse Records / Island Records,2015-11-20
x ambassadors,2016,"""Unsteady""","""x ambassadors""",FALSE,2,Kid Ina Korner / Interscope,2015-06-30
lil wayne,2016,"""Sucker for Pain""","[""lil wayne"",""wiz khalifa"",""imagine dragons"",""logic"",""ty dolla sign"",""x ambassadors""]",FALSE,11,Atlantic Records,2016-06-24
yo gotti,2016,"""Down in the DM""","[""yo gotti"",""nicki minaj""]",TRUE,2,Epic/CMG,2016-02-19
tory lanez,2016,"""Luv""","""tory lanez""",TRUE,2,Benny Blanco Major,2016-08-19
beyoncé,2016,"""Sorry""","""beyoncé""",FALSE,23,Def Jam Recordings,2015-12-04
the weeknd,2016,"""Can't Feel My Face""","""the weeknd""",FALSE,18,Universal Republic Records,2015-08-28
coldplay,2016,"""Hymn for the Weekend""","""coldplay""",FALSE,8,Parlophone UK,2015-12-04
tory lanez,2016,"""Say It""","""tory lanez""",FALSE,2,Benny Blanco Major,2016-08-19
travis scott,2016,"""Antidote""","""travis scott""",TRUE,7,Cactus Jack / Epic,2015-09-04
ruth b,2016,"""Lost Boy""","""ruth b""",TRUE,1,Columbia,2015-08-21
ariana grande,2016,"""Side to Side""","[""ariana grande"",""nicki minaj""]",FALSE,21,Universal Records,2016-05-20
daya,2016,"""Sit Still, Look Pretty""","""daya""",TRUE,2,Artbeatz - Daya,2016-08-30
taylor swift,2016,"""Wildest Dreams""","""taylor swift""",FALSE,36,"Big Machine Records, LLC",2014-10-27
dj snake,2016,"""Middle""","[""dj snake"",""bipolar sunshine""]",FALSE,6,OWSLA,2016-01-29
ellie goulding,2016,"""On My Mind""","""ellie goulding""",FALSE,5,Polydor Records,2015-10-16
drake,2016,"""Pop Style""","[""drake"",""jay-z"",""kanye west[a]""]",FALSE,43,Cash Money Records/Young Money Ent./Universal Rec.,2013-01-01
adele,2016,"""When We Were Young""","""adele""",FALSE,13,XL Recordings,2015-11-20
daya,2016,"""Hide Away""","""daya""",FALSE,2,TV Girl,2014-06-05
major lazer,2016,"""Lean On""","[""major lazer"",""dj snake"",""mø""]",FALSE,3,DML Music IP,2015-06-01
shawn mendes,2016,"""I Know What You Did Last Summer""","[""shawn mendes"",""camila cabello""]",FALSE,11,Island Records,2015-04-14
fat joe,2016,"""All the Way Up""","[""fat joe"",""remy ma"",""french montana"",""infared""]",FALSE,5,Priority Records,1992-11-17
silentó,2016,"""Watch Me""","""silentó""",FALSE,2,Capitol Records (US1A),2015-05-04
chris brown,2016,"""Back to Sleep""","""chris brown""",FALSE,24,Jive,2005
usher,2016,"""No Limit""","[""usher"",""young thug""]",FALSE,25,RCA Records Label,2016-09-16
o.t. genasis,2016,"""Cut It""","[""o.t. genasis"",""young dolph""]",FALSE,2,Atlantic Records / The Conglomerate Entertainment,2014-07-08
kevin gates,2016,"""Really Really""","""kevin gates""",FALSE,2,Duetti,2013-03-12
fifth harmony,2016,"""All In My Head (Flex)""","[""fifth harmony"",""fetty wap""]",FALSE,3,Syco Music/Epic,2016-05-27
hailee steinfeld,2016,"""Starving""","[""hailee steinfeld"",""grey"",""zedd""]",TRUE,2,Universal Records,2016-07-22
coldplay,2016,"""Adventure of a Lifetime""","""coldplay""",FALSE,8,Parlophone UK,2015-12-04
tim mcgraw,2016,"""Humble and Kind""","""tim mcgraw""",FALSE,10,"Big Machine Records, LLC",2015-01-01
future,2016,"""Wicked""","""future""",FALSE,9,SFP Worldwide,2012-04-24
desiigner,2016,"""Tiimmy Turner""","""desiigner""",FALSE,2,Getting Out Our Dreams Inc. (G.O.O.D.) Music / IDJ,2016-07-22
wiz khalifa,2016,"""See You Again""","[""wiz khalifa"",""charlie puth""]",FALSE,5,Atlantic Records,2015
one direction,2016,"""Perfect""","""one direction""",FALSE,6,A&M,1995-01-01
ed sheeran,2017,"""Shape of You""","""ed sheeran""",FALSE,16,Fame On Fire,2017-01-29
luis fonsi,2017,"""Despacito (Remix)""","[""luis fonsi"",""daddy yankee"",""justin bieber""]",TRUE,1,Musicom,2017
bruno mars,2017,"""That's What I Like""","""bruno mars""",FALSE,11,Rebel Rock/Grand Hustle/Atlantic,2010-04-27
kendrick lamar,2017,"""Humble""","""kendrick lamar""",FALSE,8,Aftermath,2017-04-14
the chainsmokers,2017,"""Something Just Like This""","[""the chainsmokers"",""coldplay""]",FALSE,6,Megaphonic,2005
migos,2017,"""Bad and Boujee""","[""migos"",""lil uzi vert""]",TRUE,6,Quality Control Music,2016-10-28
