primary_artist,Year,Title,artist_list,is_first_appearance,total_appearances,record_label,album_year,record_label_list,decade,is_major_label,No.,reappears_after_first,reappearance_count,sqrt_reappearance,row_id,title_clean,artist_clean,track_id,genre,duration_ms,duration_sec,clean_title,search_artist,genre_final,lastfm_genre
fifth harmony,2015,"""Worth It""","[""fifth harmony"",""kid ink""]",TRUE,3,Syco Music/Epic,2015,Syco Music; Epic,2010,TRUE,23,TRUE,2,1.4142135623731,749,worth it,fifth harmony,NA,NA,224573,224.573,Worth It,fifth harmony & kid ink,NA,NA
andy grammer,2015,"""Honey, I'm Good.""","""andy grammer""",TRUE,1,S-Curve Records,2014-08-05,S-Curve Records,2010,FALSE,25,FALSE,0,0,750,honey im good,andy grammer,NA,NA,199263,199.263,"Honey, I'm Good.",andy grammer,pop rock,pop
shawn mendes,2015,"""Stitches""","""shawn mendes""",TRUE,11,Island Records,2015-04-14,Island Records,2010,FALSE,36,TRUE,10,3.16227766016838,751,stitches,shawn mendes,NA,NA,206880,206.88,Stitches,shawn mendes,r&b,pop
nick jonas,2015,"""Jealous""","""nick jonas""",TRUE,3,Spite,2014-03-21,Spite,2010,FALSE,38,TRUE,2,1.4142135623731,752,jealous,nick jonas,NA,NA,222186,222.186,Jealous,nick jonas,r&b,pop
r. city,2015,"""Locked Away""","[""r. city"",""adam levine""]",TRUE,1,Mass Appeal,2007-07-31,Mass Appeal,2010,FALSE,40,FALSE,0,0,753,locked away,r city,NA,NA,227480,227.48,Locked Away,r. city & adam levine,NA,NA
twenty one pilots,2016,"""Stressed Out""","""twenty one pilots""",TRUE,4,Fueled By Ramen,2015-05-15,Fueled By Ramen,2010,FALSE,5,TRUE,3,1.73205080756888,754,stressed out,twenty one pilots,NA,NA,202333,202.333,Stressed Out,twenty one pilots,rap,rap
desiigner,2016,"""Panda""","""desiigner""",TRUE,2,Getting Out Our Dreams Inc. (G.O.O.D.) Music / IDJ,2016-02-26,Getting Out Our Dreams Inc. (G.O.O.D.) Music; IDJ,2010,FALSE,6,FALSE,1,1,755,panda,desiigner,NA,NA,246761,246.761,Panda,desiigner,rap,rap
the chainsmokers,2016,"""Don't Let Me Down""","[""the chainsmokers"",""daya""]",TRUE,6,Disruptor Records/Columbia,2016-02-05,Disruptor Records; Columbia,2010,FALSE,8,TRUE,5,2.23606797749979,756,dont let me down,the chainsmokers,NA,NA,208373,208.373,Don't Let Me Down,the chainsmokers & daya,NA,NA
lukas graham,2016,"""7 Years""","""lukas graham""",TRUE,1,Warner Records,2016-04-01,Warner Records,2010,FALSE,12,FALSE,0,0,757,7 years,lukas graham,NA,NA,237300,237.3,7 Years,lukas graham,NA,pop
dnce,2016,"""Cake by the Ocean""","""dnce""",TRUE,1,Kidz Bop,2016-01-01,Kidz Bop,2010,FALSE,18,FALSE,0,0,758,cake by the ocean,dnce,NA,NA,219146,219.146,Cake by the Ocean,dnce,pop rock,pop
g-eazy,2016,"""Me, Myself & I""","[""g-eazy"",""bebe rexha""]",TRUE,3,BPG/RVG/RCA Records,2015-12-04,BPG; RVG; RCA Records,2010,TRUE,19,TRUE,2,1.4142135623731,759,me myself and i,geazy,NA,NA,251466,251.466,"Me, Myself & I",g-eazy & bebe rexha,NA,NA
zayn,2016,"""Pillowtalk""","""zayn""",TRUE,2,RCA Records Label,2016-02-25,RCA Records Label,2010,FALSE,22,TRUE,1,1,760,pillowtalk,zayn,NA,NA,202746,202.746,Pillowtalk,zayn,electronic,pop
future,2016,"""Low Life""","[""future"",""the weeknd""]",TRUE,9,Epic/Freebandz/A1,2016-04-13,Epic; Freebandz; A1,2010,TRUE,30,TRUE,8,2.82842712474619,761,low life,future,NA,NA,313546,313.546,Low Life,future & the weeknd,NA,NA
p!nk,2016,"""Just Like Fire""","""p!nk""",TRUE,2,RCA Records/Walt Disney Records,2016-04-15,RCA Records; Walt Disney Records,2010,TRUE,33,TRUE,1,1,762,just like fire,pnk,NA,NA,215413,215.413,Just Like Fire,p!nk,NA,NA
dram,2016,"""Broccoli""","[""dram"",""lil yachty""]",TRUE,2,Rhino Atlantic,2000,Rhino Atlantic,2010,FALSE,34,TRUE,1,1,763,broccoli,dram,NA,NA,225205,225.205,Broccoli,dram & lil yachty,NA,NA
bryson tiller,2016,"""Don't""","""bryson tiller""",TRUE,3,TrapSoul/RCA Records,2015-10-02,TrapSoul; RCA Records,2010,TRUE,35,TRUE,2,1.4142135623731,764,dont,bryson tiller,NA,NA,198293,198.293,Don't,bryson tiller,NA,NA
gnash,2016,"""I Hate U, I Love U""","[""gnash"",""olivia o'brien""]",TRUE,1,SONIC GROOVE,2012-02-29,SONIC GROOVE,2010,FALSE,38,FALSE,0,0,765,i hate u i love u,gnash,NA,NA,251033,251.033,"I Hate U, I Love U",gnash & olivia o'brien,NA,NA
luis fonsi,2017,"""Despacito (Remix)""","[""luis fonsi"",""daddy yankee"",""justin bieber""]",TRUE,1,Musicom,2017,Musicom,2010,FALSE,2,FALSE,0,0,766,despacito remix,luis fonsi,NA,NA,228826,228.826,Despacito (Remix),luis fonsi & daddy yankee & justin bieber,NA,NA
migos,2017,"""Bad and Boujee""","[""migos"",""lil uzi vert""]",TRUE,6,Quality Control Music,2016-10-28,Quality Control Music,2010,FALSE,6,TRUE,5,2.23606797749979,767,bad and boujee,migos,NA,NA,343150,343.15,Bad and Boujee,migos & lil uzi vert,NA,NA
james arthur,2017,"""Say You Won't Let Go""","""james arthur""",TRUE,1,Columbia,2016-09-09,Columbia,2010,FALSE,11,FALSE,0,0,768,say you wont let go,james arthur,NA,NA,211466,211.466,Say You Won't Let Go,james arthur,folk,pop
lil uzi vert,2017,"""XO Tour Llif3""","""lil uzi vert""",TRUE,2,Generation Now/Atlantic,2017-08-25,Generation Now; Atlantic,2010,FALSE,13,TRUE,1,1,769,xo tour llif3,lil uzi vert,NA,NA,182706,182.706,XO Tour Llif3,lil uzi vert,rap,rap
french montana,2017,"""Unforgettable""","[""french montana"",""swae lee""]",TRUE,1,Coke Boys Music Group,2011-02-16,Coke Boys Music Group,2010,FALSE,15,FALSE,0,0,770,unforgettable,french montana,NA,NA,233901,233.901,Unforgettable,french montana & swae lee,NA,NA
khalid,2017,"""Location""","""khalid""",TRUE,7,"Right Hand Music Group, LLC/RCA Records",2017-03-17,"Right Hand Music Group, LLC; RCA Records",2010,TRUE,21,TRUE,6,2.44948974278318,771,location,khalid,NA,NA,219080,219.08,Location,khalid,rap,pop
cardi b,2017,"""Bodak Yellow""","""cardi b""",TRUE,10,Atlantic/KSR,2018-04-05,Atlantic; KSR,2010,FALSE,24,TRUE,9,3,772,bodak yellow,cardi b,NA,NA,223712,223.712,Bodak Yellow,cardi b,rap,rap
childish gambino,2017,"""Redbone""","""childish gambino""",TRUE,2,Glassnote - VMG,2011-11-15,Glassnote - VMG,2010,FALSE,25,TRUE,1,1,773,redbone,childish gambino,NA,NA,326933,326.933,Redbone,childish gambino,r&b,r&b
kygo,2017,"""It Ain't Me""","[""kygo"",""selena gomez""]",TRUE,1,Interscope,2017-02-17,Interscope,2010,FALSE,27,FALSE,0,0,774,it aint me,kygo,NA,NA,220780,220.78,It Ain't Me,kygo & selena gomez,electronic,electronic
kyle,2017,"""iSpy""","[""kyle"",""lil yachty""]",TRUE,1,independently popular.,2016-12-02,independently popular.,2010,FALSE,28,FALSE,0,0,775,ispy,kyle,NA,NA,253106,253.106,iSpy,kyle & lil yachty,NA,NA
julia michaels,2017,"""Issues""","""julia michaels""",TRUE,1,Universal Music LLC,2012-01-01,Universal Music LLC,2010,FALSE,29,FALSE,0,0,776,issues,julia michaels,NA,NA,176320,176.32,Issues,julia michaels,NA,pop
logic,2017,"""1-800-273-8255""","[""logic"",""alessia cara"",""khalid""]",TRUE,2,Def Jam Recordings,2017-05-05,Def Jam Recordings,2010,TRUE,31,TRUE,1,1,777,18002738255,logic,NA,NA,250173,250.173,1-800-273-8255,logic & alessia cara & khalid,NA,NA
niall horan,2017,"""Slow Hands""","""niall horan""",TRUE,1,Capitol Records (US1A),2017-05-04,Capitol Records (US1A),2010,FALSE,32,FALSE,0,0,778,slow hands,niall horan,NA,NA,188174,188.174,Slow Hands,niall horan,folk,pop
liam payne,2017,"""Strip That Down""","[""liam payne"",""quavo""]",TRUE,1,Capitol Records UK / EMI,2017-05-18,Capitol Records UK; EMI,2010,FALSE,36,FALSE,0,0,779,strip that down,liam payne,NA,NA,202061,202.061,Strip That Down,liam payne & quavo,NA,NA
bebe rexha,2018,"""Meant to Be""","[""bebe rexha"",""florida georgia line""]",TRUE,1,Warner Records,2017-08-11,Warner Records,2010,FALSE,3,FALSE,0,0,780,meant to be,bebe rexha,NA,NA,164205,164.205,Meant to Be,bebe rexha & florida georgia line,NA,NA
juice wrld,2018,"""Lucid Dreams""","""juice wrld""",TRUE,6,Juice WRLD Mixtape / ISR P&D,2018-05-04,Juice WRLD Mixtape; ISR P&D,2010,FALSE,12,TRUE,5,2.23606797749979,781,lucid dreams,juice wrld,NA,NA,239835,239.835,Lucid Dreams,juice wrld,rap,rap
ella mai,2018,"""Boo'd Up""","""ella mai""",TRUE,3,10 Summers / Interscope PS,2017-02-22,10 Summers; Interscope PS,2010,FALSE,15,TRUE,2,1.4142135623731,782,bood up,ella mai,NA,NA,256063,256.063,Boo'd Up,ella mai,NA,pop
dua lipa,2018,"""New Rules""","""dua lipa""",TRUE,10,Warner Records,2017-06-02,Warner Records,2010,FALSE,16,TRUE,9,3,783,new rules,dua lipa,NA,NA,209320,209.32,New Rules,dua lipa,electronic,pop
bazzi,2018,"""Mine""","""bazzi""",TRUE,2,ZZZ Entertainment,2018-01-25,ZZZ Entertainment,2010,FALSE,21,TRUE,1,1,784,mine,bazzi,NA,NA,131064,131.064,Mine,bazzi,rap,pop
blocboy jb,2018,"""Look Alive""","[""blocboy jb"",""drake""]",TRUE,1,HOMEGROWN MAFIA S.A. DE C.V./Sony Music México-Latin,2017-10-25,HOMEGROWN MAFIA S.A. DE C.V.; Sony Music México-Latin,2010,FALSE,23,FALSE,0,0,785,look alive,blocboy jb,NA,NA,181414,181.414,Look Alive,blocboy jb & drake,NA,NA
lil baby,2018,"""Yes Indeed""","[""lil baby"",""drake""]",TRUE,11,"Quality Control Music, LLC",2018-05-18,"Quality Control Music, LLC",2010,FALSE,25,TRUE,10,3.16227766016838,786,yes indeed,lil baby,NA,NA,142273,142.273,Yes Indeed,lil baby & drake,rap,rap
marshmello,2018,"""Friends""","[""marshmello"",""anne-marie""]",TRUE,6,Monstercat,2016-05-13,Monstercat,2010,FALSE,26,TRUE,5,2.23606797749979,787,friends,marshmello,NA,NA,202620,202.62,Friends,marshmello & anne-marie,electronic,pop
nf,2018,"""Let You Down""","""nf""",TRUE,1,Capitol CMG Label Group,2015-03-31,Capitol CMG Label Group,2010,FALSE,29,FALSE,0,0,788,let you down,nf,NA,NA,212120,212.12,Let You Down,nf,rap,pop
6ix9ine,2018,"""Fefe""","[""6ix9ine"",""nicki minaj"",""murda beatz""]",TRUE,2,"ScumGang Records / TenThousand Projects, LLC",2018,"ScumGang Records; TenThousand Projects, LLC",2010,FALSE,31,FALSE,1,1,789,fefe,6ix9ine,NA,NA,179404,179.404,Fefe,6ix9ine & nicki minaj & murda beatz,NA,NA
dan + shay,2018,"""Tequila""","""dan + shay""",TRUE,6,Warner Records,2018-01-10,Warner Records,2010,FALSE,32,TRUE,5,2.23606797749979,790,tequila,dan shay,NA,NA,196746,196.746,Tequila,dan + shay,country,country
lauv,2018,"""I Like Me Better""","""lauv""",TRUE,1,Lauv,2017-05-19,Lauv,2010,FALSE,35,FALSE,0,0,791,i like me better,lauv,NA,NA,197436,197.436,I Like Me Better,lauv,jazz,pop
offset,2018,"""Ric Flair Drip""","[""offset"",""metro boomin""]",TRUE,2,"Slaughter Gang, LLC/Epic/Quality Control Music/Motown/Capitol/Boominati Worldwide/Republic",2017-10-30,"Slaughter Gang, LLC; Epic; Quality Control Music; Motown; Capitol; Boominati Worldwide; Republic",2010,TRUE,38,TRUE,1,1,792,ric flair drip,offset,NA,NA,172800,172.8,Ric Flair Drip,offset & metro boomin,NA,NA
lil nas,2019,"""Old Town Road""","[""lil nas"","""",""billy ray cyrus""]",TRUE,3,Columbia,2019-06-21,Columbia,2010,FALSE,1,TRUE,2,1.4142135623731,793,old town road,lil nas,NA,NA,157066,157.066,Old Town Road,lil nas &  & billy ray cyrus,NA,NA
billie eilish,2019,"""Bad Guy""","""billie eilish""",TRUE,12,Darkroom/Interscope Records,2019-03-29,Darkroom; Interscope Records,2010,TRUE,4,TRUE,11,3.3166247903554,794,bad guy,billie eilish,NA,NA,194087,194.087,Bad Guy,billie eilish,electronic,pop
lizzo,2019,"""Truth Hurts""","""lizzo""",TRUE,4,Nice Life/Atlantic,2019-04-17,Nice Life; Atlantic,2010,FALSE,13,TRUE,3,1.73205080756888,795,truth hurts,lizzo,NA,NA,173325,173.325,Truth Hurts,lizzo,rap,pop
ava max,2019,"""Sweet but Psycho""","""ava max""",TRUE,2,Atlantic Records,2019-03-04,Atlantic Records,2010,FALSE,23,TRUE,1,1,796,sweet but psycho,ava max,NA,NA,187436,187.436,Sweet but Psycho,ava max,electronic,pop
dababy,2019,"""Suge""","""dababy""",TRUE,3,South Coast Music Group/Interscope Records,2019-03-01,South Coast Music Group; Interscope Records,2010,TRUE,24,TRUE,2,1.4142135623731,797,suge,dababy,NA,NA,163320,163.32,Suge,dababy,rap,rap
lewis capaldi,2019,"""Someone You Loved""","""lewis capaldi""",TRUE,3,Vertigo Berlin,2018-11-08,Vertigo Berlin,2010,FALSE,27,TRUE,2,1.4142135623731,798,someone you loved,lewis capaldi,NA,NA,182160,182.16,Someone You Loved,lewis capaldi,NA,pop
lil tecca,2019,"""Ransom""","""lil tecca""",TRUE,1,Republic Records,2019-08-30,Republic Records,2010,TRUE,28,FALSE,0,0,799,ransom,lil tecca,NA,NA,131240,131.24,Ransom,lil tecca,rap,rap
lil nas x,2019,"""Panini""","""lil nas x""",TRUE,4,Columbia,2019-06-21,Columbia,2010,FALSE,40,TRUE,3,1.73205080756888,800,panini,lil nas x,NA,NA,114893,114.893,Panini,lil nas x,rap,rap
roddy ricch,2020,"""The Box""","""roddy ricch""",TRUE,3,Bird Vision Entertainment,2018-11-02,Bird Vision Entertainment,2020,FALSE,3,TRUE,2,1.4142135623731,801,the box,roddy ricch,NA,NA,196652,196.652,The Box,roddy ricch,rap,rap
maren morris,2020,"""The Bones""","""maren morris""",TRUE,2,Columbia Nashville,2019-03-08,Columbia Nashville,2020,FALSE,9,TRUE,1,1,802,the bones,maren morris,NA,NA,197293,197.293,The Bones,maren morris,country,pop
doja cat,2020,"""Say So""","""doja cat""",TRUE,13,Kemosabe Records/RCA Records,2019-11-07,Kemosabe Records; RCA Records,2020,TRUE,11,TRUE,12,3.46410161513775,803,say so,doja cat,NA,NA,237893,237.893,Say So,doja cat,rap,pop
gabby barrett,2020,"""I Hope""","[""gabby barrett"",""charlie puth""]",TRUE,3,Aftermath,2018-08-31,Aftermath,2020,TRUE,12,TRUE,2,1.4142135623731,804,i hope,gabby barrett,NA,NA,210772,210.772,I Hope,gabby barrett & charlie puth,NA,NA
jack harlow,2020,"""Whats Poppin""","[""jack harlow"",""dababy"",""tory lanez"",""lil wayne""]",TRUE,3,Generation Now/Atlantic,2020-03-13,Generation Now; Atlantic,2020,FALSE,13,TRUE,2,1.4142135623731,805,whats poppin,jack harlow,NA,NA,139741,139.741,Whats Poppin,jack harlow & dababy & tory lanez & lil wayne,NA,NA
tones,2020,"""Dance Monkey""","[""tones"",""i""]",TRUE,1,Elektra (NEK),2019-08-29,Elektra (NEK),2020,FALSE,14,FALSE,0,0,806,dance monkey,tones,NA,NA,209438,209.438,Dance Monkey,tones & i,NA,NA
arizona zervas,2020,"""Roxanne""","""arizona zervas""",TRUE,1,Arizona Zervas,2018-09-13,Arizona Zervas,2020,FALSE,16,FALSE,0,0,807,roxanne,arizona zervas,NA,NA,163636,163.636,Roxanne,arizona zervas,rap,rap
saint jhn,2020,"""Roses (Imanbek remix)""","""saint jhn""",TRUE,1,Craft Recordings,2019-09-13,Craft Recordings,2020,FALSE,19,FALSE,0,0,808,roses imanbek remix,saint jhn,NA,NA,176218,176.218,Roses (Imanbek remix),saint jhn,electronic,electronic
trevor daniel,2020,"""Falling""","""trevor daniel""",TRUE,1,Sin Anestesia distributed by Altafonte,2016-10-21,Sin Anestesia distributed by Altafonte,2020,FALSE,22,FALSE,0,0,809,falling,trevor daniel,NA,NA,159381,159.381,Falling,trevor daniel,NA,pop
lil mosey,2020,"""Blueberry Faygo""","""lil mosey""",TRUE,1,Mogul Vision/Interscope Records,2020-02-06,Mogul Vision; Interscope Records,2020,TRUE,27,FALSE,0,0,810,blueberry faygo,lil mosey,NA,NA,162546,162.546,Blueberry Faygo,lil mosey,rap,rap
jawsh 685,2020,"""Savage Love (Laxed – Siren Beat)""","[""jawsh 685"",""jason derulo""]",TRUE,1,Columbia,2020-06-09,Columbia,2020,FALSE,35,FALSE,0,0,811,savage love laxed siren beat,jawsh 685,NA,NA,171374,171.374,Savage Love (Laxed – Siren Beat),jawsh 685 & jason derulo,NA,NA
bts,2020,"""Dynamite""","""bts""",TRUE,3,BIGHIT MUSIC,2020-08-28,BIGHIT MUSIC,2020,FALSE,38,TRUE,2,1.4142135623731,812,dynamite,bts,NA,NA,199053,199.053,Dynamite,bts,electronic,pop
olivia rodrigo,2021,"""Good 4 U""","""olivia rodrigo""",TRUE,7,Kirtland Records,2000,Kirtland Records,2020,FALSE,5,TRUE,6,2.44948974278318,813,good 4 u,olivia rodrigo,NA,NA,178146,178.146,Good 4 U,olivia rodrigo,pop rock,rock
silk sonic (bruno mars,2021,"""Leave the Door Open""","[""silk sonic (bruno mars"",""anderson .paak)""]",TRUE,2,Moneybagg Yo / ISR P&D,2017-08-11,Moneybagg Yo; ISR P&D,2020,FALSE,7,TRUE,1,1,814,leave the door open,silk sonic bruno mars,NA,NA,242096,242.096,Leave the Door Open,silk sonic (bruno mars & anderson .paak),NA,NA
the kid laroi,2021,"""Stay""","[""the kid laroi"",""justin bieber""]",TRUE,3,Columbia,2021-07-09,Columbia,2020,FALSE,12,TRUE,2,1.4142135623731,815,stay,the kid laroi,NA,NA,141805,141.805,Stay,the kid laroi & justin bieber,NA,pop
glass animals,2021,"""Heat Waves""","""glass animals""",TRUE,2,969100 Records DK,2007-05-18,969100 Records DK,2020,FALSE,16,TRUE,1,1,816,heat waves,glass animals,NA,NA,238805,238.805,Heat Waves,glass animals,electronic,pop
masked wolf,2021,"""Astronaut in the Ocean""","""masked wolf""",TRUE,1,Elektra (NEK),2019-01-01,Elektra (NEK),2020,FALSE,20,FALSE,0,0,817,astronaut in the ocean,masked wolf,NA,NA,132780,132.78,Astronaut in the Ocean,masked wolf,rap,rap
walker hayes,2021,"""Fancy Like""","""walker hayes""",TRUE,3,BBE Music,2011-03-29,BBE Music,2020,FALSE,27,TRUE,2,1.4142135623731,818,fancy like,walker hayes,NA,NA,161853,161.853,Fancy Like,walker hayes,country,country
giveon,2021,"""Heartbreak Anniversary""","""giveon""",TRUE,1,Epic/Not So Fast,2020-02-21,Epic; Not So Fast,2020,TRUE,31,FALSE,0,0,819,heartbreak anniversary,giveon,NA,NA,198370,198.37,Heartbreak Anniversary,giveon,NA,pop
lil tjay,2021,"""Calling My Phone""","[""lil tjay"",""6lack""]",TRUE,1,Juice WRLD Mixtape / ISR P&D,2018-12-10,Juice WRLD Mixtape; ISR P&D,2020,FALSE,33,FALSE,0,0,820,calling my phone,lil tjay,NA,NA,205458,205.458,Calling My Phone,lil tjay & 6lack,NA,NA
tate mcrae,2021,"""You Broke Me First""","""tate mcrae""",TRUE,4,RCA Records Label,2020-06-01,RCA Records Label,2020,FALSE,37,TRUE,3,1.73205080756888,821,you broke me first,tate mcrae,NA,NA,170226,170.226,You Broke Me First,tate mcrae,NA,pop
pooh shiesty,2021,"""Back in Blood""","[""pooh shiesty"",""lil durk""]",TRUE,1,Choppa Gang Ent.,2019-08-20,Choppa Gang Ent.,2020,FALSE,39,FALSE,0,0,822,back in blood,pooh shiesty,NA,NA,184489,184.489,Back in Blood,pooh shiesty & lil durk,NA,NA
latto,2022,"""Big Energy""","""latto""",TRUE,2,Streamcut/RCA Records,2021-09-24,Streamcut; RCA Records,2020,TRUE,7,TRUE,1,1,823,big energy,latto,NA,NA,173182,173.182,Big Energy,latto,rap,pop
gayle,2022,"""ABCDEFU""","""gayle""",TRUE,1,Atlantic/Arthouse Records,2021-08-13,Atlantic; Arthouse Records,2020,FALSE,17,FALSE,0,0,824,abcdefu,gayle,NA,NA,168601,168.601,ABCDEFU,gayle,pop rock,pop
kate bush,2022,"""Running Up That Hill (A Deal with God)""","""kate bush""",TRUE,1,Fish People,1985-09-16,Fish People,2020,FALSE,23,FALSE,0,0,825,running up that hill a deal with god,kate bush,NA,NA,298933,298.933,Running Up That Hill (A Deal with God),kate bush,electronic,pop
carolina gaitán,2022,"""We Don't Talk About Bruno""","[""carolina gaitán"",""mauro castillo"",""adassa"",""rhenzy feliz"",""diane guerrero"",""stephanie beatriz and the encanto cast""]",TRUE,1,Black Panther (TDE/DMG) PS,2018-02-09,Black Panther (TDE; DMG) PS,2020,FALSE,24,FALSE,0,0,826,we dont talk about bruno,carolina gaitn,NA,NA,216120,216.12,We Don't Talk About Bruno,carolina gaitán & mauro castillo & adassa & rhenzy feliz & diane guerrero & stephanie beatriz and the encanto cast,NA,NA
steve lacy,2022,"""Bad Habit""","""steve lacy""",TRUE,2,L-M Records/RCA Records,2022-06-29,L-M Records; RCA Records,2020,TRUE,28,TRUE,1,1,827,bad habit,steve lacy,NA,NA,232066,232.066,Bad Habit,steve lacy,NA,pop
nicky youre,2022,"""Sunroof""","[""nicky youre"",""dazy""]",TRUE,1,Columbia,2022-08-12,Columbia,2020,FALSE,29,FALSE,0,0,828,sunroof,nicky youre,NA,NA,163025,163.025,Sunroof,nicky youre & dazy,NA,pop
post malone and the weeknd,2022,"""One Right Now""","""post malone and the weeknd""",TRUE,1,indie tribe.,2020-07-03,indie tribe.,2020,FALSE,30,FALSE,0,0,829,one right now,post malone and the weeknd,NA,NA,194786,194.786,One Right Now,post malone and the weeknd,NA,NA
em beihold,2022,"""Numb Little Bug""","""em beihold""",TRUE,1,Rostrum Records,2010-08-13,Rostrum Records,2020,FALSE,32,FALSE,0,0,830,numb little bug,em beihold,NA,NA,169237,169.237,Numb Little Bug,em beihold,pop rock,pop
cody johnson,2022,"""'Til You Can't""","""cody johnson""",TRUE,2,J. Cole/ DreamVille,2014-01-01,J. Cole; DreamVille,2020,FALSE,34,TRUE,1,1,831,til you cant,cody johnson,NA,NA,224213,224.213,'Til You Can't,cody johnson,country,country
zach bryan,2022,"""Something in the Orange""","""zach bryan""",TRUE,5,Warner Records,2022-04-22,Warner Records,2020,FALSE,39,TRUE,4,2,832,something in the orange,zach bryan,NA,NA,228013,228.013,Something in the Orange,zach bryan,country,country
metro boomin,2023,"""Creepin'""","[""metro boomin"",""the weeknd"",""21 savage""]",TRUE,2,"Cigol Music Group, A Division of Globalatino Music Partners",2020-05-20,"Cigol Music Group, A Division of Globalatino Music Partners",2020,FALSE,5,FALSE,1,1,833,creepin,metro boomin,NA,NA,221520,221.52,Creepin',metro boomin & the weeknd & 21 savage,NA,NA
rema,2023,"""Calm Down""","[""rema"",""selena gomez""]",TRUE,1,Mavin Records / Jonzing World,2022-02-10,Mavin Records; Jonzing World,2020,FALSE,6,FALSE,0,0,834,calm down,rema,NA,NA,239317,239.317,Calm Down,rema & selena gomez,NA,pop
pinkpantheress,2023,"""Boy's a Liar Pt. 2""","[""pinkpantheress"",""ice spice""]",TRUE,1,Most Label,2012-03-10,Most Label,2020,FALSE,20,FALSE,0,0,835,boys a liar pt 2,pinkpantheress,NA,NA,131013,131.013,Boy's a Liar Pt. 2,pinkpantheress & ice spice,NA,NA
toosii,2023,"""Favorite Song""","""toosii""",TRUE,1,South Coast Music Group/Capitol Records,2023-02-17,South Coast Music Group; Capitol Records,2020,FALSE,21,FALSE,0,0,836,favorite song,toosii,NA,NA,204000,204,Favorite Song,toosii,NA,NA
eslabon armado,2023,"""Ella Baila Sola""","[""eslabon armado"",""peso pluma""]",TRUE,1,Magic Pop,2022-02-11,Magic Pop,2020,FALSE,26,FALSE,0,0,837,ella baila sola,eslabon armado,NA,NA,165671,165.671,Ella Baila Sola,eslabon armado & peso pluma,NA,NA
