primary_artist,Year,Title,artist_list,is_first_appearance,total_appearances,record_label,album_year,record_label_list,decade,is_major_label
dean lewis,2019,"""Be Alright""","""dean lewis""",TRUE,1,uncool records/Fueled By Ramen,2016-10-14,,2010s,FALSE
mustard,2019,"""Pure Water""","[""mustard"",""migos""]",TRUE,2,10 Summers Records/Interscope Records,2019-06-28,,2010s,TRUE
blanco brown,2019,"""The Git Up""","""blanco brown""",TRUE,1,Broken Bow Records,2019-10-10,,2010s,FALSE
dj snake,2019,"""Taki Taki""","[""dj snake"",""selena gomez"",""ozuna"",""cardi b""]",FALSE,6,DJ Snake Def Jam,2016-08-05,,2010s,FALSE
ellie goulding,2019,"""Close to Me""","[""ellie goulding"",""diplo"",""swae lee""]",FALSE,5,Polydor Records,2018-10-24,,2010s,FALSE
calboy,2019,"""Envy Me""","""calboy""",TRUE,1,Polo Grounds Music/RCA Records,2018-12-13,,2010s,TRUE
lauren daigle,2019,"""You Say""","""lauren daigle""",TRUE,1,Centricity Music/Warner Records,2018-09-07,,2010s,FALSE
panic! at the disco,2019,"""Hey Look Ma, I Made It""","""panic! at the disco""",FALSE,3,Decaydance Records / Fueled By Ramen,2005-09-27,,2010s,FALSE
post malone,2019,"""Circles""","""post malone""",FALSE,18,Republic Records,2019-09-04,,2010s,TRUE
luke combs,2019,"""Beer Never Broke My Heart""","""luke combs""",FALSE,17,River House Artists/Columbia Nashville,2019-11-08,,2010s,FALSE
young thug,2019,"""The London""","[""young thug"",""j. cole"",""travis scott""]",TRUE,2,300 Entertainment,2016-12-08,,2010s,FALSE
daddy yankee,2019,"""Con Calma""","[""daddy yankee"",""katy perry"",""snow""]",FALSE,3,El Cartel Records (EC3),2019-01-24,,2010s,FALSE
ynw melly,2019,"""Murder on My Mind""","""ynw melly""",TRUE,2,YNW Melly,2017-10-16,,2010s,FALSE
billie eilish,2019,"""When the Party's Over""","""billie eilish""",FALSE,12,Magenta,2005-02-28,,2010s,FALSE
city girls,2019,"""Act Up""","""city girls""",TRUE,1,Quality Control Music/Motown Records,2018-11-16,,2010s,FALSE
cardi b,2019,"""I Like It""","[""cardi b"",""bad bunny"",""j balvin""]",FALSE,10,Atlantic/KSR,2018-04-05,,2010s,FALSE
shaed,2019,"""Trampoline""","""shaed""",TRUE,2,Photo Finish Records,2018-09-21,,2010s,FALSE
flipp dinero,2019,"""Leave Me Alone""","""flipp dinero""",TRUE,1,Cinematic/Epic/We The Best,2018-09-01,,2010s,TRUE
ariana grande,2019,"""Breathin""","""ariana grande""",FALSE,21,Republic Records,2018-08-17,,2010s,TRUE
billie eilish,2019,"""Bury a Friend""","""billie eilish""",FALSE,12,Darkroom/Interscope Records,2019-03-29,,2010s,TRUE
lil baby,2019,"""Close Friends""","""lil baby""",FALSE,11,"Quality Control Music/Young Stoner Life Records, a 300 Entertainment Label/Motown Records/Capitol Records",2018-10-05,,2010s,FALSE
pinkfong,2019,"""Baby Shark""","""pinkfong""",TRUE,1,"Smart Study Co., Ltd.",2017-07-27,,2010s,FALSE
saweetie,2019,"""My Type""","""saweetie""",TRUE,2,ICY/Artistry Records/Warner Records,2019-03-29,,2010s,FALSE
yk osiris,2019,"""Worth It""","""yk osiris""",TRUE,1,Capitol Records,1996-04-02,,2010s,FALSE
jonas brothers,2019,"""Only Human""","""jonas brothers""",FALSE,4,Comedy Central Records,2009-09-10,,2010s,FALSE
luke bryan,2019,"""Knockin' Boots""","""luke bryan""",FALSE,9,H-TOWN MUSIC INC.,1993-01-28,,2010s,FALSE
ella mai,2019,"""Trip""","""ella mai""",FALSE,3,10 Summers / Interscope PS,2018-10-12,,2010s,FALSE
lee brice,2019,"""Rumor""","""lee brice""",FALSE,4,Curb Records,2012-04-24,,2010s,FALSE
a boogie wit da hoodie,2019,"""Swervin""","[""a boogie wit da hoodie"",""6ix9ine""]",FALSE,3,Highbridge The Label,2016-09-16,,2010s,FALSE
sam smith,2019,"""How Do You Sleep?""","""sam smith""",FALSE,10,Clear Label Records,2010-11-23,,2010s,FALSE
lil baby,2019,"""Baby""","[""lil baby"",""dababy""]",FALSE,11,"Quality Control Music, LLC",2018-05-18,,2010s,FALSE
thomas rhett,2019,"""Look What God Gave Her""","""thomas rhett""",FALSE,5,The Valory Music Co.,2019-05-31,,2010s,FALSE
kane brown,2019,"""Good as You""","""kane brown""",FALSE,9,RCA Records Label Nashville,2019-05-17,,2010s,FALSE
offset,2019,"""Clout""","[""offset"",""cardi b""]",FALSE,2,Quality Control Music/Motown Records,2019-02-22,,2010s,FALSE
khalid,2019,"""Love Lies""","[""khalid"",""normani""]",FALSE,7,RCA Records Label,2018-02-13,,2010s,FALSE
marshmello,2019,"""One Thing Right""","[""marshmello"",""kane brown""]",FALSE,6,Joytime Collective,2019-06-21,,2010s,FALSE
megan thee stallion,2019,"""Cash Shit""","[""megan thee stallion"",""dababy""]",TRUE,7,300 Entertainment,2019-05-16,,2010s,FALSE
dan + shay,2019,"""Tequila""","""dan + shay""",FALSE,6,Warner Records,2018-01-10,,2010s,FALSE
nle choppa,2019,"""Shotta Flow""","""nle choppa""",TRUE,2,Warner Records,2019-07-23,,2010s,FALSE
megan thee stallion,2019,"""Hot Girl Summer""","[""megan thee stallion"",""nicki minaj"",""ty dolla sign""]",FALSE,7,300 Entertainment,2019-08-08,,2010s,FALSE
florida georgia line,2019,"""Talk You Out of It""","""florida georgia line""",FALSE,7,BMLG Records,2019-02-15,,2010s,FALSE
bazzi,2019,"""Beautiful""","[""bazzi"",""camila cabello""]",FALSE,2,iamcosmic,2018-04-12,,2010s,FALSE
chase rice,2019,"""Eyes on You""","""chase rice""",TRUE,2,"BahdGuys Entertainment Limited, under exclusive license to Jungle Entertainment Ventures",2017-08-18,,2010s,FALSE
dan + shay,2019,"""All to Myself""","""dan + shay""",FALSE,6,Freshnut Records,2015,,2010s,FALSE
ariana grande,2019,"""Boyfriend""","[""ariana grande"",""social house""]",FALSE,21,Republic Records,2019-08-02,,2010s,TRUE
pink,2019,"""Walk Me Home""","""pink""",FALSE,19,RCA Records Label,2019-02-20,,2010s,FALSE
juice wrld,2019,"""Robbery""","""juice wrld""",FALSE,6,Quality Control Music/Motown Records/Capitol Records,2018-10-19,,2010s,FALSE
the weeknd,2020,"""Blinding Lights""","""the weeknd""",FALSE,18,Republic Records,2020-03-20,,2020s,TRUE
post malone,2020,"""Circles""","""post malone""",FALSE,18,Republic Records,2019-09-04,,2020s,TRUE
roddy ricch,2020,"""The Box""","""roddy ricch""",TRUE,3,Bird Vision Entertainment,2018-11-02,,2020s,FALSE
dua lipa,2020,"""Don't Start Now""","""dua lipa""",FALSE,10,Warner Records,2019-10-31,,2020s,FALSE
dababy,2020,"""Rockstar""","[""dababy"",""roddy ricch""]",FALSE,3,South Coast Music Group/Interscope Records,2019-03-01,,2020s,TRUE
harry styles,2020,"""Adore You""","""harry styles""",FALSE,6,Columbia,2019-12-13,,2020s,FALSE
future,2020,"""Life Is Good""","[""future"",""drake""]",FALSE,9,Parlophone UK,2001,,2020s,FALSE
maroon 5,2020,"""Memories""","""maroon 5""",FALSE,25,Interscope Records*,2010,,2020s,FALSE
maren morris,2020,"""The Bones""","""maren morris""",TRUE,2,Columbia Nashville,2019-03-08,,2020s,FALSE
lewis capaldi,2020,"""Someone You Loved""","""lewis capaldi""",FALSE,3,Vertigo Berlin,2018-11-08,,2020s,FALSE
doja cat,2020,"""Say So""","""doja cat""",TRUE,13,Kemosabe Records/RCA Records,2019-11-07,,2020s,TRUE
gabby barrett,2020,"""I Hope""","[""gabby barrett"",""charlie puth""]",TRUE,3,Aftermath,2018-08-31,,2020s,TRUE
jack harlow,2020,"""Whats Poppin""","[""jack harlow"",""dababy"",""tory lanez"",""lil wayne""]",TRUE,3,Generation Now/Atlantic,2020-03-13,,2020s,FALSE
tones,2020,"""Dance Monkey""","[""tones"",""i""]",TRUE,1,Elektra (NEK),2019-08-29,,2020s,FALSE
megan thee stallion,2020,"""Savage""","[""megan thee stallion"",""beyoncé""]",FALSE,7,300 Entertainment,2020-03-06,,2020s,FALSE
arizona zervas,2020,"""Roxanne""","""arizona zervas""",TRUE,1,Arizona Zervas,2018-09-13,,2020s,FALSE
justin bieber,2020,"""Intentions""","[""justin bieber"",""quavo""]",FALSE,16,"Genie Music Corporation, Stone Music Entertainment",2016-10-20,,2020s,FALSE
billie eilish,2020,"""Everything I Wanted""","""billie eilish""",FALSE,12,Darkroom/Interscope Records,2019-11-13,,2020s,TRUE
saint jhn,2020,"""Roses (Imanbek remix)""","""saint jhn""",TRUE,1,Craft Recordings,2019-09-13,,2020s,FALSE
harry styles,2020,"""Watermelon Sugar""","""harry styles""",FALSE,6,Magenta,2000-08-10,,2020s,FALSE
lewis capaldi,2020,"""Before You Go""","""lewis capaldi""",FALSE,3,PRO ERA / EMPIRE,2012-06-12,,2020s,FALSE
trevor daniel,2020,"""Falling""","""trevor daniel""",TRUE,1,Sin Anestesia distributed by Altafonte,2016-10-21,,2020s,FALSE
dan + shay,2020,"""10,000 Hours""","[""dan + shay"",""justin bieber""]",FALSE,6,Warner Music Nashville,2019-10-04,,2020s,FALSE
cardi b,2020,"""WAP""","[""cardi b"",""megan thee stallion""]",FALSE,10,Atlantic/KSR,2020-08-06,,2020s,FALSE
mustard,2020,"""Ballin'""","[""mustard"",""roddy ricch""]",FALSE,2,10 Summers Records/Interscope Records,2019-06-28,,2020s,TRUE
blackbear,2020,"""Hot Girl Bummer""","""blackbear""",FALSE,2,Alamo,2019-12-13,,2020s,FALSE
lil mosey,2020,"""Blueberry Faygo""","""lil mosey""",TRUE,1,Mogul Vision/Interscope Records,2020-02-06,,2020s,TRUE
the weeknd,2020,"""Heartless""","""the weeknd""",FALSE,18,Republic Records,2020-03-20,,2020s,TRUE
dababy,2020,"""Bop""","""dababy""",FALSE,3,South Coast Music Group/Interscope Records,2019-09-27,,2020s,TRUE
selena gomez,2020,"""Lose You to Love Me""","""selena gomez""",FALSE,11,UMGRI Interscope,2018-05-10,,2020s,FALSE
lizzo,2020,"""Good as Hell""","""lizzo""",FALSE,4,Aftermath,2012,,2020s,TRUE
drake,2020,"""Toosie Slide""","""drake""",FALSE,43,OVO,2020-04-02,,2020s,FALSE
dua lipa,2020,"""Break My Heart""","""dua lipa""",FALSE,10,Warner Records,2020-03-25,,2020s,FALSE
morgan wallen,2020,"""Chasin' You""","""morgan wallen""",FALSE,18,Big Loud,2018-04-27,,2020s,FALSE
jawsh 685,2020,"""Savage Love (Laxed – Siren Beat)""","[""jawsh 685"",""jason derulo""]",TRUE,1,Columbia,2020-06-09,,2020s,FALSE
chris brown,2020,"""No Guidance""","[""chris brown"",""drake""]",FALSE,24,Chris Brown Entertainment/RCA Records,2019-06-28,,2020s,TRUE
camila cabello,2020,"""My Oh My""","[""camila cabello"",""dababy""]",FALSE,5,Syco Music/Epic,2017-11-12,,2020s,TRUE
bts,2020,"""Dynamite""","""bts""",TRUE,3,BIGHIT MUSIC,2020-08-28,,2020s,FALSE
chris brown,2020,"""Go Crazy""","[""chris brown"",""young thug""]",FALSE,24,Chris Brown Entertainment/300 Entertainment/RCA Records,2020-05-08,,2020s,TRUE
roddy ricch,2020,"""High Fashion""","[""roddy ricch"",""mustard""]",FALSE,3,Atlantic Records,2019-12-06,,2020s,TRUE
drake,2020,"""Laugh Now Cry Later""","[""drake"",""lil durk""]",FALSE,43,OVO,2020-08-14,,2020s,FALSE
lil baby,2020,"""Woah""","""lil baby""",FALSE,11,"Quality Control Music, LLC",2018-05-18,,2020s,FALSE
powfu,2020,"""Death Bed""","[""powfu"",""beabadoobee""]",TRUE,1,Roc Nation Records LLC,2014-12-09,,2020s,FALSE
shawn mendes,2020,"""Señorita""","[""shawn mendes"",""camila cabello""]",FALSE,11,"QUESTION EVERYTHING, INC. / EMPIRE",2017-06-09,,2020s,FALSE
travis scott,2020,"""Highest in the Room""","""travis scott""",FALSE,7,Cactus Jack/Epic,2019-10-04,,2020s,TRUE
billie eilish,2020,"""Bad Guy""","""billie eilish""",FALSE,12,Darkroom/Interscope Records,2019-03-29,,2020s,TRUE
24kgoldn,2020,"""Mood""","[""24kgoldn"",""iann dior""]",TRUE,2,Records/Columbia,2020-11-06,,2020s,FALSE
lady gaga,2020,"""Rain on Me""","[""lady gaga"",""ariana grande""]",FALSE,17,Psychopathic,2012-08-14,,2020s,FALSE
pop smoke,2020,"""For the Night""","[""pop smoke"",""lil baby"",""dababy""]",TRUE,6,Victor Victor Worldwide,2020-07-03,,2020s,FALSE
black eyed peas,2020,"""Ritmo (Bad Boys for Life)""","[""black eyed peas"",""j balvin""]",FALSE,2,Volcano,1999-10-12,,2020s,FALSE
rod wave,2020,"""Heart on Ice""","""rod wave""",TRUE,3,Alamo,2019-06-14,,2020s,FALSE
blake shelton,2020,"""Nobody but You""","[""blake shelton"",""gwen stefani""]",FALSE,7,Black Panther (TDE/DMG) PS,2018-02-09,,2020s,FALSE
shaed,2020,"""Trampoline""","""shaed""",FALSE,2,Photo Finish Records,2018-09-21,,2020s,FALSE
juice wrld,2020,"""Come & Go""","[""juice wrld"",""marshmello""]",FALSE,6,Quality Control Music/Motown Records/Capitol Records,2018-10-19,,2020s,FALSE
lizzo,2020,"""Truth Hurts""","""lizzo""",FALSE,4,Nice Life/Atlantic,2019-04-17,,2020s,FALSE
jp saxe,2020,"""If the World Was Ending""","[""jp saxe"",""julia michaels""]",TRUE,1,Orange Leisure,2010-08-23,,2020s,FALSE
lil baby,2020,"""We Paid""","[""lil baby"",""42 dugg""]",FALSE,11,Quality Control/Motown Records,2020-05-01,,2020s,FALSE
justin bieber,2020,"""Yummy""","""justin bieber""",FALSE,16,RBMG/Def Jam,2020-01-03,,2020s,FALSE
old dominion,2020,"""One Man Band""","""old dominion""",TRUE,2,RCA Records Label Nashville,2019-10-25,,2020s,FALSE
jason aldean,2020,"""Got What I Got""","""jason aldean""",FALSE,11,Broken Bow Records,2007-05-29,,2020s,FALSE
surfaces,2020,"""Sunday Best""","""surfaces""",TRUE,1,"Surfaces Music / TenThousand Projects, LLC",2019-01-06,,2020s,FALSE
eminem,2020,"""Godzilla""","[""eminem"",""juice wrld""]",FALSE,18,Columbia,1977,,2020s,FALSE
juice wrld,2020,"""Bandit""","[""juice wrld"",""youngboy never broke again""]",FALSE,6,Grade A Productions/Interscope Records,2019-03-08,,2020s,TRUE
staysolidrocky,2020,"""Party Girl""","""staysolidrocky""",TRUE,1,Columbia,2020-04-21,,2020s,FALSE
maddie,2020,"""Die from a Broken Heart""","[""maddie"",""tae""]",TRUE,1,Mercury Nashville,2018-10-19,,2020s,FALSE
dj khaled,2020,"""Popstar""","[""dj khaled"",""drake""]",FALSE,8,Epic/We The Best,2017-06-22,,2020s,TRUE
mariah carey,2020,"""All I Want for Christmas Is You""","""mariah carey""",FALSE,35,Columbia,1994-10-28,,2020s,FALSE
lee brice,2020,"""One of Them Girls""","""lee brice""",FALSE,4,Curb Records,2012-04-24,,2020s,FALSE
sam hunt,2020,"""Hard to Forget""","""sam hunt""",FALSE,5,MCA Nashville,2020-02-07,,2020s,FALSE
luke bryan,2020,"""One Margarita""","""luke bryan""",FALSE,9,Capitol Nashville,2011-01-01,,2020s,FALSE
lil nas x,2020,"""Panini""","""lil nas x""",FALSE,4,Columbia,2019-06-21,,2020s,FALSE
young thug,2020,"""Hot""","[""young thug"",""gunna""]",FALSE,2,300 Entertainment/Atl,2019-08-15,,2020s,FALSE
carly pearce,2020,"""I Hope You're Happy Now""","[""carly pearce"",""lee brice""]",TRUE,1,Sub Pop Records,2017-05-12,,2020s,FALSE
lil baby,2020,"""Emotionally Scarred""","""lil baby""",FALSE,11,Quality Control/Motown Records,2020-02-28,,2020s,FALSE
ynw melly,2020,"""Suicidal""","[""ynw melly"",""juice wrld""]",FALSE,2,YNW Melly,2017-10-16,,2020s,FALSE
lil baby,2020,"""The Bigger Picture""","""lil baby""",FALSE,11,Quality Control/Motown Records,2020-02-28,,2020s,FALSE
jonas brothers,2020,"""Only Human""","""jonas brothers""",FALSE,4,Comedy Central Records,2009-09-10,,2020s,FALSE
pop smoke,2020,"""The Woo""","[""pop smoke"",""50 cent"",""roddy ricch""]",FALSE,6,Victor Victor Worldwide/Republic Records,2019-07-26,,2020s,TRUE
lil baby,2020,"""Sum 2 Prove""","""lil baby""",FALSE,11,Quality Control/Motown Records,2020-01-10,,2020s,FALSE
ariana grande,2020,"""Stuck with U""","[""ariana grande"",""justin bieber""]",FALSE,21,fyto inc.,2009-02-04,,2020s,FALSE
pop smoke,2020,"""Mood Swings""","[""pop smoke"",""lil tjay""]",FALSE,6,Victor Victor Worldwide,2020-07-03,,2020s,FALSE
halsey,2020,"""You Should Be Sad""","""halsey""",FALSE,4,Columbia/Legacy,1994,,2020s,FALSE
pop smoke,2020,"""Dior""","""pop smoke""",FALSE,6,Victor Victor Worldwide/Republic Records,2019-07-26,,2020s,TRUE
benee,2020,"""Supalonely""","[""benee"",""gus dapperton""]",TRUE,1,Republic Records,2019-11-15,,2020s,TRUE
luke combs,2020,"""Even Though I'm Leaving""","""luke combs""",FALSE,17,River House Artists/Columbia Nashville,2019-11-08,,2020s,FALSE
the scotts (travis scott,2020,"""The Scotts""","[""the scotts (travis scott"",""kid cudi)""]",TRUE,1,ATM WorldWide Inc.,2018-12-31,,2020s,FALSE
doja cat,2020,"""Juicy""","[""doja cat"",""tyga""]",FALSE,13,Kemosabe Records/RCA Records,2019-03-01,,2020s,TRUE
kane brown,2020,"""Be Like That""","[""kane brown"",""swae lee"",""khalid""]",FALSE,9,1st & 15th/Atlantic,2011-03-04,,2020s,FALSE
kane brown,2020,"""Homesick""","""kane brown""",FALSE,9,RCA Records Label Nashville,2019-11-01,,2020s,FALSE
rod wave,2020,"""Rags2Riches""","[""rod wave"",""atr son son""]",FALSE,3,Alamo,2020-04-03,,2020s,FALSE
miranda lambert,2020,"""Bluebird""","""miranda lambert""",FALSE,4,Stoney Creek Records,2017-09-05,,2020s,FALSE
juice wrld,2020,"""Wishing Well""","""juice wrld""",FALSE,6,Grade A Productions/Interscope Records,2019-03-08,,2020s,TRUE
luke combs,2020,"""Does to Me""","[""luke combs"",""eric church""]",FALSE,17,Mud to Gold Entertainment,2017-11-10,,2020s,FALSE
jhené aiko,2020,"""Pussy Fairy (OTW)""","""jhené aiko""",TRUE,1,Spider Nation,2017-02-10,,2020s,FALSE
surf mesa,2020,"""ILY (I Love You Baby)""","[""surf mesa"",""emilee""]",TRUE,1,Astralwerks,2019-11-26,,2020s,FALSE
morgan wallen,2020,"""More Than My Hometown""","""morgan wallen""",FALSE,18,Loud / Republic,2020-04-17,,2020s,FALSE
luke combs,2020,"""Lovin' on You""","""luke combs""",FALSE,17,River House Artists/Columbia Nashville,2019-11-08,,2020s,FALSE
moneybagg yo,2020,"""Said Sum""","""moneybagg yo""",TRUE,3,"N-Less Entertainment, LLC, distributed by Interscope Records",2019-05-24,,2020s,FALSE
h.e.r.,2020,"""Slide""","[""h.e.r."",""yg""]",TRUE,1,MBK Entertainment/RCA Records,2019-09-27,,2020s,TRUE
nle choppa,2020,"""Walk Em Down""","[""nle choppa"",""roddy ricch""]",FALSE,2,Warner Records,2020-03-19,,2020s,FALSE
dua lipa,2021,"""Levitating""","""dua lipa""",FALSE,10,Warner Records,2020-03-27,,2020s,FALSE
the weeknd,2021,"""Save Your Tears""","[""the weeknd"",""ariana grande""]",FALSE,18,Republic Records,2020-03-20,,2020s,TRUE
the weeknd,2021,"""Blinding Lights""","""the weeknd""",FALSE,18,Republic Records,2020-03-20,,2020s,TRUE
24kgoldn,2021,"""Mood""","[""24kgoldn"",""iann dior""]",FALSE,2,Records/Columbia,2020-11-06,,2020s,FALSE
olivia rodrigo,2021,"""Good 4 U""","""olivia rodrigo""",TRUE,7,Kirtland Records,2000,,2020s,FALSE
doja cat,2021,"""Kiss Me More""","[""doja cat"",""sza""]",FALSE,13,Kemosabe Records/RCA Records,2021-06-24,,2020s,TRUE
silk sonic (bruno mars,2021,"""Leave the Door Open""","[""silk sonic (bruno mars"",""anderson .paak)""]",TRUE,2,Moneybagg Yo / ISR P&D,2017-08-11,,2020s,FALSE
olivia rodrigo,2021,"""Drivers License""","""olivia rodrigo""",FALSE,7,Olivia Rodrigo PS,2021-05-21,,2020s,FALSE
lil nas x,2021,"""Montero (Call Me by Your Name)""","""lil nas x""",FALSE,4,Columbia,2021-03-31,,2020s,FALSE
justin bieber,2021,"""Peaches""","[""justin bieber"",""daniel caesar"",""giveon""]",FALSE,16,Victor Victor Worldwide,2020-02-07,,2020s,FALSE
bts,2021,"""Butter""","""bts""",FALSE,3,BIGHIT MUSIC,2015-11-30,,2020s,FALSE
the kid laroi,2021,"""Stay""","[""the kid laroi"",""justin bieber""]",TRUE,3,Columbia,2021-07-09,,2020s,FALSE
olivia rodrigo,2021,"""Deja Vu""","""olivia rodrigo""",FALSE,7,Olivia Rodrigo PS,2021-05-21,,2020s,FALSE
ariana grande,2021,"""Positions""","""ariana grande""",FALSE,21,Republic Records,2020-10-30,,2020s,TRUE
ed sheeran,2021,"""Bad Habits""","""ed sheeran""",FALSE,16,fyto inc.,2009-02-04,,2020s,FALSE
glass animals,2021,"""Heat Waves""","""glass animals""",TRUE,2,969100 Records DK,2007-05-18,,2020s,FALSE
the kid laroi,2021,"""Without You""","""the kid laroi""",FALSE,3,Columbia,2021-04-30,,2020s,FALSE
luke combs,2021,"""Forever After All""","""luke combs""",FALSE,17,Cherry Red Records,1996-03-18,,2020s,FALSE
chris brown,2021,"""Go Crazy""","[""chris brown"",""young thug""]",FALSE,24,Chris Brown Entertainment/300 Entertainment/RCA Records,2020-05-08,,2020s,TRUE
masked wolf,2021,"""Astronaut in the Ocean""","""masked wolf""",TRUE,1,Elektra (NEK),2019-01-01,,2020s,FALSE
ariana grande,2021,"""34+35""","[""ariana grande"",""doja cat"",""megan thee stallion""]",FALSE,21,Sony Music Entertainment,1989-01-17,,2020s,TRUE
pop smoke,2021,"""What You Know Bout Love""","""pop smoke""",FALSE,6,2Pac Greatest Hits,1998-01-01,,2020s,FALSE
machine gun kelly,2021,"""My Ex's Best Friend""","[""machine gun kelly"",""blackbear""]",FALSE,2,Columbia,1995-03-28,,2020s,FALSE
lil nas,2021,"""Industry Baby""","[""lil nas"",""and jack harlow""]",FALSE,3,Aftermath,2012,,2020s,TRUE
billie eilish,2021,"""Therefore I Am""","""billie eilish""",FALSE,12,Darkroom/Interscope Records,2020-11-12,,2020s,TRUE
cardi b,2021,"""Up""","""cardi b""",FALSE,10,Atlantic Records,2017-12-20,,2020s,TRUE
walker hayes,2021,"""Fancy Like""","""walker hayes""",TRUE,3,BBE Music,2011-03-29,,2020s,FALSE
bad bunny,2021,"""Dakiti""","[""bad bunny"",""jhay cortez""]",FALSE,12,Rimas Entertainment LLC,2020-10-30,,2020s,FALSE
saweetie,2021,"""Best Friend""","[""saweetie"",""doja cat""]",FALSE,2,ICY/Warner Records,2021-01-07,,2020s,FALSE
polo g,2021,"""Rapstar""","""polo g""",FALSE,2,Columbia,2020-05-15,,2020s,FALSE
giveon,2021,"""Heartbreak Anniversary""","""giveon""",TRUE,1,Epic/Not So Fast,2020-02-21,,2020s,TRUE
pop smoke,2021,"""For the Night""","[""pop smoke"",""lil baby"",""dababy""]",FALSE,6,Victor Victor Worldwide,2020-07-03,,2020s,FALSE
lil tjay,2021,"""Calling My Phone""","[""lil tjay"",""6lack""]",TRUE,1,Juice WRLD Mixtape / ISR P&D,2018-12-10,,2020s,FALSE
maroon 5,2021,"""Beautiful Mistakes""","[""maroon 5"",""megan thee stallion""]",FALSE,25,Interscope Records*,2010,,2020s,FALSE
justin bieber,2021,"""Holy""","[""justin bieber"",""chance the rapper""]",FALSE,16,RBMG/Def Jam,2020-09-18,,2020s,FALSE
lil baby,2021,"""On Me""","""lil baby""",FALSE,11,Republic Records,2019-09-06,,2020s,TRUE
tate mcrae,2021,"""You Broke Me First""","""tate mcrae""",TRUE,4,RCA Records Label,2020-06-01,,2020s,FALSE
olivia rodrigo,2021,"""Traitor""","""olivia rodrigo""",FALSE,7,Olivia Rodrigo PS,2021-05-21,,2020s,FALSE
pooh shiesty,2021,"""Back in Blood""","[""pooh shiesty"",""lil durk""]",TRUE,1,Choppa Gang Ent.,2019-08-20,,2020s,FALSE
gabby barrett,2021,"""I Hope""","[""gabby barrett"",""charlie puth""]",FALSE,3,Aftermath,2018-08-31,,2020s,TRUE
